	ArtistID	Artist	Similar_artists	Weight	Artist_id
51	3191	Diorama	Deine Lakaien	0.43048100000000006	4872
52	5708	Stillife	Deine Lakaien	0.6933729999999999	4872
53	5709	Kirlian Camera	Deine Lakaien	0.648547	4872
54	5712	In My Rosary	Deine Lakaien	0.6036199999999999	4872
55	9868	Peter Heppner	Deine Lakaien	0.295597	4872
56	10007	Dvar	Deine Lakaien	0.413688	4872
57	11938	Roman Rain	Deine Lakaien	0.283458	4872
58	12668	Qntal	Deine Lakaien	0.569229	4872
59	13277	Dreadful Shadows	Deine Lakaien	0.269447	4872
60	13451	Die Form	Deine Lakaien	0.553821	4872
61	16966	Untoten vs. Soko Friedhof	Deine Lakaien	0.739792	4872
62	17227	Angelzoom	Deine Lakaien	0.741252	4872
63	18527	Untoten	Deine Lakaien	0.739792	4872
64	2	Diary of Dreams	In Strict Confidence	0.5022770000000001	4876
65	18	The Crüxshadows	In Strict Confidence	0.498066	4876
66	44	Das Ich	In Strict Confidence	0.804187	4876
67	1252	Cryo	In Strict Confidence	0.733279	4876
68	1277	Velvet Acid Christ	In Strict Confidence	0.635768	4876
69	1293	Absurd Minds	In Strict Confidence	0.801871	4876
70	1300	Blutengel	In Strict Confidence	0.710873	4876
71	1314	Solitary Experiments	In Strict Confidence	0.811922	4876
72	3191	Diorama	In Strict Confidence	0.6315470000000001	4876
73	4871	Project Pitchfork	In Strict Confidence	0.8876209999999999	4876
74	4877	Decoded Feedback	In Strict Confidence	1.0	4876
75	5114	Black Heaven	In Strict Confidence	0.4714	4876
76	5709	Kirlian Camera	In Strict Confidence	0.569561	4876
77	7078	Zeromancer	In Strict Confidence	0.597422	4876
78	7454	Snakeskin	In Strict Confidence	0.37951999999999997	4876
79	7522	Destroid	In Strict Confidence	0.49592700000000006	4876
80	9499	Anders Manga	In Strict Confidence	0.6094569999999999	4876
81	9638	Joachim Witt	In Strict Confidence	0.709519	4876
82	13451	Die Form	In Strict Confidence	0.563968	4876
83	14288	Red Cell	In Strict Confidence	0.746726	4876
84	15534	Cold in May	In Strict Confidence	0.631229	4876
85	2	Diary of Dreams	Blutengel	0.39857600000000004	1300
86	18	The Crüxshadows	Blutengel	0.76552	1300
87	1102	William Control	Blutengel	0.328389	1300
88	1704	Unheilig	Blutengel	0.55666	1300
89	3188	Terminal Choice	Blutengel	1.0	1300
90	3190	Suicidal Romance	Blutengel	1.0	1300
91	4912	E Nomine	Blutengel	0.995821	1300
92	5114	Black Heaven	Blutengel	0.623922	1300
93	5584	Miss Construction	Blutengel	0.745628	1300
94	5717	Mantus	Blutengel	0.565001	1300
95	7454	Snakeskin	Blutengel	0.370217	1300
96	7457	Illuminate	Blutengel	0.460671	1300
97	9263	ASP	Blutengel	0.556197	1300
98	9499	Anders Manga	Blutengel	0.579951	1300
99	9634	Mono Inc.	Blutengel	0.8507299999999999	1300
100	10430	Otto Dix	Blutengel	0.30391799999999997	1300
101	16961	Umbra et Imago	Blutengel	0.617587	1300
102	17227	Angelzoom	Blutengel	0.8378209999999999	1300
103	2	Diary of Dreams	Das Ich	0.373294	44
104	4872	Deine Lakaien	Das Ich	0.5845020000000001	44
105	4912	E Nomine	Das Ich	0.680983	44
106	5706	Endraum	Das Ich	0.509899	44
107	9999	Mortiis	Das Ich	0.6424810000000001	44
108	10007	Dvar	Das Ich	0.39109	44
109	11192	Sanguis et Cinis	Das Ich	0.44756999999999997	44
110	13451	Die Form	Das Ich	0.706287	44
111	16961	Umbra et Imago	Das Ich	0.681916	44
112	18740	Die Krupps	Das Ich	0.693504	44
113	2	Diary of Dreams	Clan of Xymox	0.370137	515
114	16	London After Midnight	Clan of Xymox	0.8622120000000001	515
115	18	The Crüxshadows	Clan of Xymox	0.590321	515
116	450	She Wants Revenge	Clan of Xymox	0.862274	515
117	1069	The Frozen Autumn	Clan of Xymox	1.0	515
118	1086	Static Movement	Clan of Xymox	0.184875	515
119	1102	William Control	Clan of Xymox	0.315023	515
120	1268	Love Like Blood	Clan of Xymox	0.47435	515
121	1534	The Sisters of Mercy	Clan of Xymox	0.762814	515
122	3438	Fields of the Nephilim	Clan of Xymox	0.481545	515
123	5712	In My Rosary	Clan of Xymox	0.47117200000000004	515
124	8668	The Mission	Clan of Xymox	0.586907	515
125	9144	Switchblade Symphony	Clan of Xymox	0.596267	515
126	9499	Anders Manga	Clan of Xymox	0.544841	515
127	11893	Lycia	Clan of Xymox	0.6669729999999999	515
128	13341	Pink Turns Blue	Clan of Xymox	0.6635270000000001	515
129	13348	Suspiria	Clan of Xymox	0.726549	515
130	14982	Escape With Romeo	Clan of Xymox	0.613386	515
131	15517	Xmal Deutschland	Clan of Xymox	0.715515	515
132	18442	The Last Dance	Clan of Xymox	0.526712	515
133	18448	Diva Destruction	Clan of Xymox	0.642944	515
134	2	Diary of Dreams	Lacrimosa	0.34762600000000005	522
135	1710	Therion	Lacrimosa	0.625855	522
136	7454	Snakeskin	Lacrimosa	1.0	522
137	7457	Illuminate	Lacrimosa	0.8492770000000001	522
138	2	Diary of Dreams	Project Pitchfork	0.34225300000000003	4871
139	18	The Crüxshadows	Project Pitchfork	0.596106	4871
140	23	The Kovenant	Project Pitchfork	0.684094	4871
141	30	And One	Project Pitchfork	0.8959450000000001	4871
142	32	Covenant	Project Pitchfork	0.684094	4871
143	37	Funker Vogt	Project Pitchfork	0.8774719999999999	4871
144	44	Das Ich	Project Pitchfork	1.0	4871
145	878	Wolfsheim	Project Pitchfork	0.648381	4871
146	1102	William Control	Project Pitchfork	0.29385300000000003	4871
147	1293	Absurd Minds	Project Pitchfork	0.9722379999999999	4871
148	1300	Blutengel	Project Pitchfork	0.6503399999999999	4871
149	3188	Terminal Choice	Project Pitchfork	0.532625	4871
150	3191	Diorama	Project Pitchfork	0.402468	4871
151	4872	Deine Lakaien	Project Pitchfork	0.528754	4871
152	4876	In Strict Confidence	Project Pitchfork	0.985459	4871
153	5709	Kirlian Camera	Project Pitchfork	0.584928	4871
154	9638	Joachim Witt	Project Pitchfork	0.8560549999999999	4871
155	11093	32Crash	Project Pitchfork	0.502412	4871
156	13451	Die Form	Project Pitchfork	0.630946	4871
157	14511	In the Nursery	Project Pitchfork	0.776066	4871
158	14982	Escape With Romeo	Project Pitchfork	0.536643	4871
159	18389	Santa Hates You	Project Pitchfork	1.0	4871
160	18740	Die Krupps	Project Pitchfork	1.0	4871
161	3	Carpathian Forest	Tsjuder	1.0	7925
162	28	Gorgoroth	Tsjuder	0.8313370000000001	7925
163	1260	Marduk	Tsjuder	0.678028	7925
164	2751	Watain	Tsjuder	0.646548	7925
165	2755	1349	Tsjuder	0.956777	7925
166	2774	Dark Funeral	Tsjuder	0.594616	7925
167	3822	Endstille	Tsjuder	0.622409	7925
168	4968	Ad Hominem	Tsjuder	0.713187	7925
169	6818	Belphegor	Tsjuder	0.608481	7925
170	7913	Darkened Nocturn Slaughtercult	Tsjuder	1.0	7925
171	7917	Inquisition	Tsjuder	0.72092	7925
172	7920	Astarte	Tsjuder	0.494471	7925
173	8319	Taake	Tsjuder	1.0	7925
174	8343	Urgehal	Tsjuder	1.0	7925
175	13676	Gehenna	Tsjuder	0.8836120000000001	7925
176	13685	Ljå	Tsjuder	0.8669530000000001	7925
177	3	Carpathian Forest	Urgehal	0.9229149999999999	8343
178	2755	1349	Urgehal	0.905533	8343
179	3822	Endstille	Urgehal	0.708648	8343
180	7913	Darkened Nocturn Slaughtercult	Urgehal	0.884235	8343
181	7925	Tsjuder	Urgehal	1.0	8343
182	8319	Taake	Urgehal	0.7772979999999999	8343
183	13676	Gehenna	Urgehal	0.882358	8343
184	13685	Ljå	Urgehal	0.861381	8343
185	3	Carpathian Forest	Marduk	0.895508	1260
186	12	Behemoth	Marduk	0.944926	1260
187	15	Dimmu Borgir	Marduk	0.5940489999999999	1260
188	28	Gorgoroth	Marduk	1.0	1260
189	47	Emperor	Marduk	0.7340760000000001	1260
190	1254	Mayhem	Marduk	0.814587	1260
191	1259	Satyricon	Marduk	0.87865	1260
192	1276	Immortal	Marduk	0.849778	1260
193	2751	Watain	Marduk	1.0	1260
194	2754	Funeral Mist	Marduk	1.0	1260
195	2755	1349	Marduk	0.967934	1260
196	2774	Dark Funeral	Marduk	1.0	1260
197	3806	Rotting Christ	Marduk	0.8780969999999999	1260
198	3822	Endstille	Marduk	0.69767	1260
199	4272	Darkthrone	Marduk	0.650528	1260
200	4290	Dissection	Marduk	0.7781239999999999	1260
201	4965	Anaal Nathrakh	Marduk	0.728224	1260
202	6818	Belphegor	Marduk	0.9267340000000001	1260
203	7003	Infernal War	Marduk	0.585832	1260
204	7920	Astarte	Marduk	0.578392	1260
205	3	Carpathian Forest	1349	0.8856	2755
206	20	Limbonic Art	1349	0.864015	2755
207	28	Gorgoroth	1349	0.8650180000000001	2755
208	1260	Marduk	1349	0.715226	2755
209	2774	Dark Funeral	1349	0.620935	2755
210	3822	Endstille	1349	0.659746	2755
211	4965	Anaal Nathrakh	1349	0.761206	2755
212	6818	Belphegor	1349	0.6103069999999999	2755
213	7118	Keep of Kalessin	1349	0.845349	2755
214	7925	Tsjuder	1349	0.638269	2755
215	8319	Taake	1349	0.7683300000000001	2755
216	8343	Urgehal	1349	0.6040840000000001	2755
217	8517	Thorns	1349	0.544717	2755
218	13676	Gehenna	1349	0.8235979999999999	2755
219	18467	Vreid	1349	0.498324	2755
220	3	Carpathian Forest	Gorgoroth	0.8412350000000001	28
221	12	Behemoth	Gorgoroth	0.729637	28
222	47	Emperor	Gorgoroth	0.75867	28
223	1254	Mayhem	Gorgoroth	0.8526440000000001	28
224	1259	Satyricon	Gorgoroth	0.8956059999999999	28
225	1260	Marduk	Gorgoroth	0.854225	28
226	1276	Immortal	Gorgoroth	1.0	28
227	2751	Watain	Gorgoroth	0.6272770000000001	28
228	2755	1349	Gorgoroth	1.0	28
229	2774	Dark Funeral	Gorgoroth	0.6341100000000001	28
230	4269	Nargaroth	Gorgoroth	0.670183	28
231	4271	Burzum	Gorgoroth	0.7660279999999999	28
232	4272	Darkthrone	Gorgoroth	0.781007	28
233	7925	Tsjuder	Gorgoroth	0.6411279999999999	28
234	8319	Taake	Gorgoroth	0.8433790000000001	28
235	13676	Gehenna	Gorgoroth	0.921428	28
236	3	Carpathian Forest	Taake	0.815944	8319
237	28	Gorgoroth	Taake	0.835833	8319
238	1254	Mayhem	Taake	0.629394	8319
239	1259	Satyricon	Taake	0.828176	8319
240	2751	Watain	Taake	0.700348	8319
241	2755	1349	Taake	0.8802770000000001	8319
242	4269	Nargaroth	Taake	0.700554	8319
243	4271	Burzum	Taake	0.647827	8319
244	4272	Darkthrone	Taake	0.744325	8319
245	7055	Shining	Taake	0.614563	8319
246	7917	Inquisition	Taake	0.7222930000000001	8319
247	7925	Tsjuder	Taake	0.764301	8319
248	8343	Urgehal	Taake	0.59409	8319
249	9222	Windir	Taake	0.744946	8319
250	13676	Gehenna	Taake	0.828001	8319
251	13685	Ljå	Taake	0.728028	8319
252	18467	Vreid	Taake	0.46469399999999994	8319
253	3	Carpathian Forest	Darkthrone	0.749258	4272
254	28	Gorgoroth	Darkthrone	0.812308	4272
255	47	Emperor	Darkthrone	0.937942	4272
256	1254	Mayhem	Darkthrone	1.0	4272
257	1259	Satyricon	Darkthrone	0.783469	4272
258	1276	Immortal	Darkthrone	0.9584309999999999	4272
259	3509	Bathory	Darkthrone	1.0	4272
260	4271	Burzum	Darkthrone	1.0	4272
261	4273	Celtic Frost	Darkthrone	0.62349	4272
262	4287	Hellhammer	Darkthrone	0.669802	4272
263	6576	Enslaved	Darkthrone	0.726349	4272
264	8319	Taake	Darkthrone	0.781146	4272
265	8516	Gallhammer	Darkthrone	0.827995	4272
266	8517	Thorns	Darkthrone	0.642883	4272
267	13676	Gehenna	Darkthrone	0.785094	4272
268	3	Carpathian Forest	Gehenna	0.679764	13676
269	20	Limbonic Art	Gehenna	0.9862690000000001	13676
270	5	Bella Morte	The Crüxshadows	1.0	18
271	487	The Birthday Massacre	The Crüxshadows	0.526571	18
272	515	Clan of Xymox	The Crüxshadows	0.415958	18
273	1102	William Control	The Crüxshadows	0.319461	18
274	1300	Blutengel	The Crüxshadows	0.642794	18
275	3195	Inkubus Sukkubus	The Crüxshadows	0.8014399999999999	18
276	4138	Hungry Lucy	The Crüxshadows	0.570446	18
277	6547	Blaqk Audio	The Crüxshadows	0.43378599999999995	18
278	9144	Switchblade Symphony	The Crüxshadows	0.743356	18
279	9499	Anders Manga	The Crüxshadows	1.0	18
280	9644	The Dreamside	The Crüxshadows	0.5125390000000001	18
281	12228	Xymox	The Crüxshadows	0.415958	18
282	16206	Abney Park	The Crüxshadows	0.459041	18
283	18442	The Last Dance	The Crüxshadows	1.0	18
284	5	Bella Morte	The Last Dance	0.635918	18442
285	18	The Crüxshadows	The Last Dance	1.0	18442
286	9499	Anders Manga	The Last Dance	0.726322	18442
287	9644	The Dreamside	The Last Dance	0.479	18442
288	13277	Dreadful Shadows	The Last Dance	0.326789	18442
289	18444	The Shroud	The Last Dance	1.0	18442
290	5	Bella Morte	London After Midnight	0.616182	16
291	18	The Crüxshadows	London After Midnight	0.525613	16
292	515	Clan of Xymox	London After Midnight	0.515437	16
293	1914	The 69 Eyes	London After Midnight	0.5523710000000001	16
294	3189	All Gone Dead	London After Midnight	0.8236760000000001	16
295	3195	Inkubus Sukkubus	London After Midnight	0.6441640000000001	16
296	8369	Faith and the Muse	London After Midnight	0.8471219999999999	16
297	9144	Switchblade Symphony	London After Midnight	0.748776	16
298	11192	Sanguis et Cinis	London After Midnight	0.601382	16
299	12228	Xymox	London After Midnight	0.515437	16
300	15606	Rosetta Stone	London After Midnight	0.7478279999999999	16
301	16961	Umbra et Imago	London After Midnight	0.665313	16
302	18448	Diva Destruction	London After Midnight	1.0	16
303	5	Bella Morte	Ego Likeness	0.613421	18446
304	18	The Crüxshadows	Ego Likeness	0.622843	18446
305	3564	Helalyn Flowers	Ego Likeness	0.620073	18446
306	4138	Hungry Lucy	Ego Likeness	0.660984	18446
307	5586	Collide	Ego Likeness	0.835026	18446
308	6542	Angelspit	Ego Likeness	0.5613670000000001	18446
309	8045	Tapping the Vein	Ego Likeness	0.47561800000000004	18446
310	8369	Faith and the Muse	Ego Likeness	0.738644	18446
311	9141	Android Lust	Ego Likeness	0.623668	18446
312	9144	Switchblade Symphony	Ego Likeness	0.9828870000000001	18446
313	9499	Anders Manga	Ego Likeness	0.704254	18446
314	9644	The Dreamside	Ego Likeness	0.913441	18446
315	11186	Pzychobitch	Ego Likeness	0.561231	18446
316	12394	Chiasm	Ego Likeness	0.9453309999999999	18446
317	15593	Johnny Hollow	Ego Likeness	0.710244	18446
318	16206	Abney Park	Ego Likeness	0.370481	18446
319	5	Bella Morte	Rosetta Stone	0.57119	15606
320	16	London After Midnight	Rosetta Stone	0.851333	15606
321	1268	Love Like Blood	Rosetta Stone	0.638	15606
322	1534	The Sisters of Mercy	Rosetta Stone	0.797238	15606
323	3195	Inkubus Sukkubus	Rosetta Stone	0.6352220000000001	15606
324	3438	Fields of the Nephilim	Rosetta Stone	0.465653	15606
325	3454	Corpus Delicti	Rosetta Stone	0.7608199999999999	15606
326	8369	Faith and the Muse	Rosetta Stone	0.781221	15606
327	8668	The Mission	Rosetta Stone	0.650075	15606
328	9275	Play Dead	Rosetta Stone	0.611268	15606
329	11192	Sanguis et Cinis	Rosetta Stone	0.43866400000000005	15606
330	13348	Suspiria	Rosetta Stone	1.0	15606
331	15513	Mephisto Walz	Rosetta Stone	0.7763100000000001	15606
332	18442	The Last Dance	Rosetta Stone	0.498655	15606
333	18444	The Shroud	Rosetta Stone	0.656424	15606
334	5	Bella Morte	Faith and the Muse	0.552318	8369
335	16	London After Midnight	Faith and the Muse	0.800148	8369
336	3195	Inkubus Sukkubus	Faith and the Muse	1.0	8369
337	4134	Claire Voyant	Faith and the Muse	0.733588	8369
338	4138	Hungry Lucy	Faith and the Muse	0.676253	8369
339	5658	Black Tape for a Blue Girl	Faith and the Muse	0.703951	8369
340	8665	All About Eve	Faith and the Muse	0.447172	8369
341	9144	Switchblade Symphony	Faith and the Muse	1.0	8369
342	9644	The Dreamside	Faith and the Muse	0.559296	8369
343	10031	Shiva in Exile	Faith and the Muse	0.2316	8369
344	11893	Lycia	Faith and the Muse	0.830784	8369
345	13887	The Eden House	Faith and the Muse	0.794043	8369
346	15513	Mephisto Walz	Faith and the Muse	0.690674	8369
347	18442	The Last Dance	Faith and the Muse	0.42223	8369
348	18444	The Shroud	Faith and the Muse	0.9399629999999999	8369
349	18448	Diva Destruction	Faith and the Muse	0.809573	8369
350	5	Bella Morte	Switchblade Symphony	0.541445	9144
351	16	London After Midnight	Switchblade Symphony	0.707255	9144
352	18	The Crüxshadows	Switchblade Symphony	0.595692	9144
353	3556	Scarling.	Switchblade Symphony	0.29845900000000003	9144
354	3558	Jack Off Jill	Switchblade Symphony	0.325315	9144
355	4134	Claire Voyant	Switchblade Symphony	0.633599	9144
356	4138	Hungry Lucy	Switchblade Symphony	0.627451	9144
357	5079	Emilie Autumn	Switchblade Symphony	0.659038	9144
358	5421	Rasputina	Switchblade Symphony	0.958573	9144
359	5586	Collide	Switchblade Symphony	0.650886	9144
360	8045	Tapping the Vein	Switchblade Symphony	0.338269	9144
361	8369	Faith and the Muse	Switchblade Symphony	1.0	9144
362	9499	Anders Manga	Switchblade Symphony	0.633905	9144
363	15593	Johnny Hollow	Switchblade Symphony	0.722793	9144
364	18444	The Shroud	Switchblade Symphony	0.683025	9144
365	18446	Ego Likeness	Switchblade Symphony	0.605665	9144
366	18448	Diva Destruction	Switchblade Symphony	0.8434229999999999	9144
367	5	Bella Morte	The Dreamside	0.527112	9644
368	3195	Inkubus Sukkubus	The Dreamside	0.7088300000000001	9644
369	4138	Hungry Lucy	The Dreamside	0.630293	9644
370	8045	Tapping the Vein	The Dreamside	0.657194	9644
371	18446	Ego Likeness	The Dreamside	0.549389	9644
372	6	Moonspell	Tiamat	1.0	883
373	181	Paradise Lost	Tiamat	0.848619	883
374	807	Crematory	Tiamat	0.646675	883
375	2369	Type O Negative	Tiamat	0.784985	883
376	4691	My Dying Bride	Tiamat	0.770048	883
377	4956	Monumentum	Tiamat	0.365206	883
378	8420	Lake of Tears	Tiamat	1.0	883
379	6	Moonspell	Paradise Lost	0.843981	181
380	370	Katatonia	Paradise Lost	1.0	181
381	883	Tiamat	Paradise Lost	0.9049219999999999	181
382	2369	Type O Negative	Paradise Lost	0.720591	181
383	2370	Amorphis	Paradise Lost	0.763764	181
384	4691	My Dying Bride	Paradise Lost	0.953643	181
385	4956	Monumentum	Paradise Lost	0.390007	181
386	8420	Lake of Tears	Paradise Lost	0.720425	181
387	6	Moonspell	Samael	0.820163	1275
388	2961	Pain	Samael	0.529999	1275
389	3806	Rotting Christ	Samael	1.0	1275
390	6	Moonspell	My Dying Bride	0.7497560000000001	4691
391	181	Paradise Lost	My Dying Bride	1.0	4691
392	370	Katatonia	My Dying Bride	0.8488979999999999	4691
393	506	Anathema	My Dying Bride	0.690227	4691
394	883	Tiamat	My Dying Bride	0.8610540000000001	4691
395	1271	Novembers Doom	My Dying Bride	1.0	4691
396	2369	Type O Negative	My Dying Bride	0.592499	4691
397	7509	Virgin Black	My Dying Bride	0.8286690000000001	4691
398	8420	Lake of Tears	My Dying Bride	0.638417	4691
399	18077	Swallow the Sun	My Dying Bride	0.745163	4691
400	6	Moonspell	Cradle of Filth	0.6381600000000001	25
401	15	Dimmu Borgir	Cradle of Filth	1.0	25
402	7114	Carach Angren	Cradle of Filth	0.706893	25
403	7914	Opera IX	Cradle of Filth	0.36541799999999997	25
404	12283	Graveworm	Cradle of Filth	0.653358	25
405	13678	Old Man's Child	Cradle of Filth	0.665998	25
406	6	Moonspell	Rotting Christ	0.610593	3806
407	1275	Samael	Rotting Christ	0.918783	3806
408	6	Moonspell	Theatre of Tragedy	0.600708	3197
409	522	Lacrimosa	Theatre of Tragedy	0.6091850000000001	3197
410	807	Crematory	Theatre of Tragedy	0.587933	3197
411	883	Tiamat	Theatre of Tragedy	0.6069760000000001	3197
412	1263	Tristania	Theatre of Tragedy	0.873835	3197
413	1710	Therion	Theatre of Tragedy	0.7848609999999999	3197
414	2369	Type O Negative	Theatre of Tragedy	0.46893100000000004	3197
415	3422	Autumn	Theatre of Tragedy	0.722913	3197
416	3542	Theatres des Vampires	Theatre of Tragedy	0.540323	3197
417	3901	The Gathering	Theatre of Tragedy	0.755886	3197
418	4147	Liv Kristine	Theatre of Tragedy	0.81355	3197
419	10870	Beseech	Theatre of Tragedy	0.863518	3197
420	14121	Mortal Love	Theatre of Tragedy	0.9292590000000001	3197
421	18521	Flowing Tears	Theatre of Tragedy	0.858267	3197
422	6	Moonspell	Draconian	0.584283	10973
423	181	Paradise Lost	Draconian	0.559072	10973
424	370	Katatonia	Draconian	0.5972970000000001	10973
425	1263	Tristania	Draconian	0.667896	10973
426	1271	Novembers Doom	Draconian	0.771246	10973
427	3408	The Foreshadowing	Draconian	0.8782610000000001	10973
428	4691	My Dying Bride	Draconian	0.7191960000000001	10973
429	7509	Virgin Black	Draconian	1.0	10973
430	8954	Estatic Fear	Draconian	0.7102229999999999	10973
431	9530	Saturnus	Draconian	0.752599	10973
432	10980	Trail of Tears	Draconian	0.5423520000000001	10973
433	18077	Swallow the Sun	Draconian	1.0	10973
434	6	Moonspell	Crematory	0.5525439999999999	807
435	883	Tiamat	Crematory	0.6291140000000001	807
436	4692	The Old Dead Tree	Crematory	0.533935	807
437	8420	Lake of Tears	Crematory	0.7375729999999999	807
438	7	Marilyn Manson	Rob Zombie	0.836659	6257
439	519	Static-X	Rob Zombie	0.42761499999999997	6257
440	1104	Rammstein	Rob Zombie	0.369819	6257
441	2851	Powerman 5000	Rob Zombie	0.8859739999999999	6257
442	5672	White Zombie	Rob Zombie	1.0	6257
443	12783	John 5	Rob Zombie	0.756929	6257
444	7	Marilyn Manson	Nine Inch Nails	0.655734	233
445	1701	Puscifer	Nine Inch Nails	0.47388500000000006	233
446	1706	Black Light Burns	Nine Inch Nails	0.84791	233
447	5111	Modwheelmood	Nine Inch Nails	0.22329200000000002	233
448	6130	Filter	Nine Inch Nails	0.5075430000000001	233
449	8915	How to Destroy Angels	Nine Inch Nails	1.0	233
450	8919	Trent Reznor	Nine Inch Nails	1.0	233
451	10389	Trent Reznor and Atticus Ross	Nine Inch Nails	1.0	233
452	7	Marilyn Manson	Korn	0.6172529999999999	517
453	198	System of a Down	Korn	0.481137	517
454	489	Limp Bizkit	Korn	1.0	517
455	510	P.O.D.	Korn	0.685422	517
456	512	Deftones	Korn	0.512825	517
457	519	Static-X	Korn	0.45168400000000003	517
458	1044	Slipknot	Korn	0.773367	517
459	1145	Stone Sour	Korn	0.477876	517
460	2835	Serj Tankian	Korn	0.243925	517
461	2836	Scars on Broadway	Korn	0.256456	517
462	7639	Mudvayne	Korn	0.668026	517
463	8347	Mushroomhead	Korn	0.526122	517
464	8735	Head	Korn	0.433895	517
465	8916	Jonathan Davis	Korn	1.0	517
466	11517	Coal Chamber	Korn	0.682371	517
467	15566	Chester Bennington	Korn	0.244748	517
468	7	Marilyn Manson	Rammstein	0.603432	1104
469	1714	Oomph!	Rammstein	0.434932	1104
470	5609	Emigrate	Rammstein	0.983031	1104
471	6257	Rob Zombie	Rammstein	0.298427	1104
472	7	Marilyn Manson	Slipknot	0.553795	1044
473	198	System of a Down	Slipknot	0.608108	1044
474	489	Limp Bizkit	Slipknot	0.646462	1044
475	512	Deftones	Slipknot	0.33621799999999996	1044
476	517	Korn	Slipknot	0.872031	1044
477	978	Disturbed	Slipknot	0.57805	1044
478	1104	Rammstein	Slipknot	0.314287	1044
479	1145	Stone Sour	Slipknot	1.0	1044
480	7639	Mudvayne	Slipknot	0.629498	1044
481	7	Marilyn Manson	Ministry	0.48688000000000003	864
482	36	KMFDM	Ministry	0.513622	864
483	233	Nine Inch Nails	Ministry	0.357567	864
484	861	Killing Joke	Ministry	1.0	864
485	876	Revolting Cocks	Ministry	0.9971959999999999	864
486	1203	Skinny Puppy	Ministry	0.515944	864
487	3513	Head of David	Ministry	0.57768	864
488	3523	Godflesh	Ministry	0.541931	864
489	5603	Prong	Ministry	1.0	864
490	5672	White Zombie	Ministry	0.433904	864
491	12067	Pailhead	Ministry	0.820197	864
492	12515	Lard	Ministry	0.991771	864
493	18734	The Young Gods	Ministry	0.700755	864
494	7	Marilyn Manson	Static-X	0.47406899999999996	519
495	198	System of a Down	Static-X	0.37928	519
496	489	Limp Bizkit	Static-X	0.518245	519
497	517	Korn	Static-X	0.668506	519
498	785	Fear Factory	Static-X	0.917435	519
499	1044	Slipknot	Static-X	0.39986	519
500	1870	Dope	Static-X	0.9941760000000001	519
501	2851	Powerman 5000	Static-X	1.0	519
502	3240	Drowning Pool	Static-X	0.674977	519
503	5672	White Zombie	Static-X	0.309514	519
504	6257	Rob Zombie	Static-X	0.502793	519
505	6819	Clawfinger	Static-X	0.780101	519
